director_name,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,movie_facebook_likes,duration,facenumber_in_poster,country,title_year,budget,gross,Action,Adventure,Sci-Fi,Romance,Animation,Mystery,Fantasy,Family,Comedy,Crime,Drama,Horror,Biography,Thriller,Financial_Label
399,22,16,10000,192,1000,73,80,0,102,3,31,2015,2000000,1477002,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Flop
544,776,224,25000,117,463,523,256,0,129,0,31,2015,13500000,186354,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Flop
250,47,300,628,7,606,257,585,1000,89,6,31,2015,1900000,444044,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Flop
0,102,213,563,352,485,188,360,212,98,0,31,2015,1500000,105943,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Flop
37,9,12,61,600,9,497,4,0,112,1,2,2015,4000000,375723,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Flop
525,11,377,2000,226,1000,451,543,35000,103,4,31,2015,58000000,80021740,0,1,0,0,0,0,1,1,1,0,0,1,0,0,Hit
60,4,373,446,26,171,543,150,793,97,1,31,2015,1000000,62480,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Flop
623,12,233,17000,495,523,56,183,26000,94,0,31,2015,135000000,177343675,0,1,1,0,1,0,1,1,1,0,0,0,0,0,Hit
163,0,358,0,300,0,564,0,215,72,0,31,2015,150000,4914,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Flop
649,3,394,220,127,40,662,7,0,81,0,31,2015,100000,22757819,0,0,0,0,0,0,0,0,0,0,0,1,0,1,BlockBaster
492,0,5,5000,6,972,342,773,65000,164,0,21,2014,250000000,255108370,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Average
418,0,52,974,679,956,450,808,56000,165,2,31,2014,210000000,245428137,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Average
397,464,152,15000,42,10000,74,825,41000,142,0,31,2014,200000000,202853933,1,1,1,0,0,0,1,0,0,0,0,0,0,0,Average
82,0,222,34000,578,22000,315,20000,82000,149,7,31,2014,200000000,233914986,1,1,1,0,0,0,1,0,0,0,0,0,0,1,Average
172,218,476,10000,431,854,595,509,77000,113,1,31,2014,178000000,100189501,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Flop
536,171,29,11000,668,2000,715,846,89000,97,2,31,2014,180000000,241407328,1,1,0,1,0,0,1,1,0,0,0,0,0,0,Hit
412,198,170,10000,383,2000,464,884,45000,130,0,31,2014,170000000,208543795,1,1,1,0,0,0,0,0,0,0,1,0,0,0,Average
43,94,435,19000,146,11000,306,2000,55000,136,1,31,2014,170000000,259746958,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Hit
170,38,111,756,180,719,1,562,41000,102,0,31,2014,165000000,222487711,1,1,1,0,1,0,0,1,1,0,1,0,0,0,Hit
255,571,61,14000,744,14000,210,3000,96000,121,3,31,2014,170000000,333130696,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Super Hit
107,22000,329,11000,48,11000,505,6000,349000,169,1,31,2014,165000000,187991439,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Average
527,50,486,3000,755,1000,435,517,11000,92,2,31,2014,145000000,111505642,0,1,1,0,1,0,0,1,1,0,0,0,0,0,Flop
523,0,94,23000,492,893,77,748,51000,150,0,30,2014,140000000,65007045,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Flop
158,255,173,18000,212,3000,26,953,46000,102,5,31,2014,145000000,176997107,1,1,0,0,1,0,1,1,1,0,0,0,0,0,Average
187,35,44,19000,49,411,42,179,11000,92,0,31,2014,132000000,83348920,0,1,0,0,1,0,0,1,1,0,0,0,0,0,Flop
134,0,32,12000,250,9000,493,8000,71000,138,2,31,2014,125000000,101160529,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Flop
580,189,413,49000,591,3000,772,1000,11000,98,7,31,2014,127000000,113733726,0,1,0,0,0,0,1,1,1,0,0,0,0,0,Flop
198,508,222,34000,582,22000,411,14000,52000,123,1,31,2014,125000000,337103873,0,1,1,0,0,0,0,0,0,0,0,0,0,1,BlockBaster
88,107,345,688,587,237,361,56,0,101,0,31,2014,103000000,131536019,0,1,0,0,1,0,0,1,1,0,0,0,0,0,Hit
345,294,170,10000,3,2000,362,1000,60000,117,0,31,2014,100000000,58607007,1,0,1,0,0,0,0,0,0,1,0,0,0,1,Flop
327,473,370,833,187,809,364,429,62000,101,0,31,2014,125000000,190871240,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Hit
466,263,157,6000,693,1000,632,1000,71000,102,0,31,2014,110000000,106369117,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Flop
76,420,141,12000,631,3000,319,467,21000,101,0,31,2014,100000000,72660029,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Flop
474,385,209,26000,695,13000,303,11000,56000,131,15,31,2014,90000000,39292022,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Flop
574,44,215,12000,212,3000,605,766,16000,102,4,31,2014,95000000,17176900,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Flop
653,0,248,40000,533,11000,160,968,37000,119,1,30,2014,100000000,23014504,0,0,1,1,0,1,0,0,0,0,1,0,0,1,Flop
453,168,267,14000,704,5000,537,1000,49000,139,2,31,2014,85000000,150832203,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Super Hit
136,452,60,11000,453,8000,380,697,82000,134,4,31,2014,68000000,85707116,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Hit
484,545,433,795,172,172,222,74,20000,105,0,3,2014,80000000,23219748,1,1,0,1,0,0,0,0,0,0,1,0,0,0,Flop
76,420,141,12000,631,3000,319,467,21000,101,0,31,2014,100000000,72660029,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Flop
211,0,49,13000,494,13000,89,559,34000,118,7,31,2014,70000000,78031620,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Average
206,28,133,3000,651,692,851,423,37000,92,1,31,2014,70000000,55942830,1,0,0,0,0,0,1,0,0,0,1,1,0,0,Flop
513,212,420,576,464,358,273,182,12000,99,0,31,2014,70000000,18821279,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Flop
571,76,400,3000,214,3000,656,464,32000,132,1,31,2014,66000000,43568507,1,0,0,0,0,0,0,0,0,1,1,0,0,1,Flop
34,11000,161,769,312,698,15,465,35000,137,0,31,2014,65000000,115603980,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Super Hit
663,87,398,2000,221,1000,196,929,16000,118,6,31,2014,65000000,85911262,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Hit
605,72,72,623,414,593,572,568,15000,92,0,0,2014,65000000,19059018,1,0,1,0,0,0,1,0,0,0,0,0,0,1,Flop
200,436,254,23000,112,13000,253,6000,32000,102,3,31,2014,65000000,13750556,1,0,0,0,0,0,0,0,0,1,0,0,0,1,Flop
143,21000,387,835,664,812,242,625,146000,149,0,31,2014,61000000,167735396,0,0,0,0,0,1,0,0,0,1,1,0,0,1,BlockBaster
360,0,102,539,555,394,280,288,17000,105,3,31,2014,60000000,50549107,1,0,0,0,0,0,0,0,0,0,1,0,0,1,Flop
223,7,190,874,200,668,817,642,11000,96,3,31,2014,60000000,50807639,0,1,0,0,1,0,1,1,1,0,0,0,0,0,Flop
500,97,355,11000,750,8000,21,2000,64000,100,0,0,2014,60000000,257756197,1,1,0,0,1,0,1,1,1,0,0,0,0,0,BlockBaster
4,167,322,20000,753,882,453,778,17000,118,0,31,2014,60000000,22451,0,0,0,1,0,1,1,0,0,0,1,0,0,0,Flop
113,16000,61,14000,442,962,447,318,112000,133,0,31,2014,58800000,350123553,1,0,0,0,0,0,0,0,0,0,1,0,1,1,BlockBaster
44,845,126,18000,143,17000,343,683,56000,132,0,31,2014,55000000,101530738,1,0,0,0,0,0,0,0,0,1,0,0,0,1,Super Hit
479,17,263,838,496,722,711,594,30000,95,0,30,2014,55000000,76137505,0,0,0,0,1,0,1,1,1,0,0,0,0,0,Hit
251,33,486,3000,717,2000,314,518,10000,119,4,31,2014,50000000,51178893,0,1,0,0,0,0,0,1,1,1,0,0,0,0,Average
500,97,80,17000,170,920,25,584,24000,112,2,31,2014,50000000,191616238,1,0,0,0,0,0,0,0,1,1,0,0,0,0,BlockBaster
526,252,248,40000,508,11000,47,10000,90000,125,1,31,2014,50000000,127997349,0,1,0,0,0,0,1,0,1,0,1,0,0,0,BlockBaster
270,174,296,14000,540,664,727,660,24000,106,0,30,2014,50000000,91439400,1,0,0,0,0,1,0,0,0,0,0,0,0,1,Super Hit
334,34,80,17000,295,995,34,679,18000,95,1,31,2014,50000000,50150619,0,1,0,1,1,0,1,1,1,0,0,0,0,0,Average
600,77,327,490,33,298,731,159,15000,89,0,31,2014,50000000,47553512,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Flop
140,71,410,21000,617,3000,481,3000,47000,141,1,31,2014,50000000,47105085,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Flop
471,118,296,14000,222,794,398,482,38000,115,0,9,2014,48000000,89253340,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Super Hit
199,153,42,35000,8,11000,388,734,12000,117,0,31,2014,40000000,46280507,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Average
194,133,201,11000,593,392,35,365,50000,112,4,31,2014,44000000,6105175,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Flop
388,0,435,19000,533,11000,27,903,83000,89,0,9,2014,40000000,126546825,1,0,1,0,0,0,0,0,0,0,0,0,0,1,BlockBaster
67,101,49,13000,400,899,681,839,55000,109,1,31,2014,35000000,86208010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,BlockBaster
34,11000,161,769,312,698,15,465,35000,137,0,31,2014,65000000,115603980,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Super Hit
457,415,136,982,395,971,194,119,16000,109,2,31,2014,40000000,83906114,0,0,0,1,0,0,0,0,1,0,0,0,0,0,BlockBaster
572,51,274,18000,151,11000,490,465,12000,116,7,31,2014,42000000,54414716,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Hit
113,16000,247,880,691,413,733,235,16000,134,1,31,2014,40000000,47034272,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Average
248,52,204,683,593,392,580,214,0,94,2,31,2014,40000000,38543473,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Flop
576,3000,296,14000,137,9000,741,3000,24000,136,3,31,2014,40000000,42615685,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Average
93,188,355,11000,700,641,304,631,0,107,0,31,2014,36000000,42019483,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Average
136,453,352,1000,486,206,532,120,10000,109,3,31,2014,35000000,10499968,1,0,0,0,0,0,0,0,0,1,1,0,0,1,Flop
660,47,276,988,38,149,328,129,38000,113,0,31,2014,34000000,102413606,1,0,1,0,0,1,0,0,0,0,0,0,0,1,BlockBaster
659,0,49,13000,729,1000,255,670,149000,99,0,31,2014,25000000,59073773,0,1,0,0,0,0,0,0,1,1,1,0,0,0,BlockBaster
494,7,296,14000,102,3000,723,691,0,85,0,3,2014,42000000,64238770,0,1,0,0,1,0,0,1,1,0,0,0,0,0,Hit
611,150,468,521,377,491,72,400,11000,139,0,31,2014,30000000,30513940,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Average
566,301,379,2000,221,1000,232,897,18000,118,0,31,2014,30000000,30523568,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Average
434,44,42,35000,689,7000,363,3000,12000,81,6,31,2014,28000000,66950483,0,0,0,0,0,0,0,1,1,0,0,0,0,0,BlockBaster
416,368,103,933,607,194,823,114,10000,123,0,31,2014,28000000,30688364,1,0,0,0,0,0,0,0,0,0,1,0,0,1,Average
86,11,389,23000,619,727,644,561,0,100,2,9,2014,28000000,20285518,1,0,0,0,0,0,0,0,0,1,1,0,0,1,Flop
567,71,296,14000,94,439,190,313,15000,114,0,31,2014,28000000,25977365,0,0,0,0,0,1,0,0,0,1,1,0,0,1,Flop
423,97,304,775,275,523,159,437,19000,118,0,31,2014,26000000,26761283,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Average
625,167,65,655,712,521,117,460,0,99,1,31,2014,25000000,134141530,1,0,0,1,0,0,0,0,1,1,0,0,0,0,BlockBaster
118,44,250,4000,694,774,297,367,10000,124,0,31,2014,25000000,36447959,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Hit
501,176,215,12000,508,11000,17,10000,58000,97,3,25,2014,25000000,45089048,0,0,1,1,0,0,0,0,0,0,1,0,0,0,Super Hit
554,81,172,3000,156,571,298,81,0,111,1,31,2014,25000000,33631221,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Hit
242,425,219,3000,142,466,621,148,14000,110,1,31,2014,25000000,28831145,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Average
613,3,449,79,136,68,836,55,0,100,2,5,2014,25000000,129115,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Flop
625,167,417,966,601,807,195,676,3000,106,8,31,2014,24000000,65182182,0,0,0,1,0,0,0,0,1,0,0,0,0,0,BlockBaster
555,0,79,523,638,468,768,234,18000,111,0,0,2014,22500000,4190530,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Flop
375,529,313,820,139,201,422,171,55000,122,3,31,2014,22000000,54235441,0,0,0,0,0,0,0,0,1,0,1,0,0,0,BlockBaster
108,25,416,329,34,134,183,55,15000,170,1,31,2014,22000000,59696176,0,0,0,0,0,0,0,0,0,0,1,0,1,0,BlockBaster
550,17,101,14000,70,257,49,231,11000,92,1,30,2014,22000000,2963012,0,0,0,0,0,1,0,0,0,0,1,0,0,1,Flop
56,265,168,989,480,830,76,265,11000,100,0,31,2014,20000000,84518155,0,0,0,0,0,0,0,0,1,0,0,0,0,0,BlockBaster
49,151,120,1000,729,1000,611,852,22000,128,0,30,2014,20000000,52066000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,BlockBaster
580,189,473,2000,4,1000,346,949,14000,103,8,31,2014,19800000,34290142,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Hit
577,19,13,15000,111,989,670,942,0,104,0,31,2014,20000000,23393765,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Average
482,0,319,204,399,178,739,175,18000,148,0,31,2014,20000000,8093318,0,0,0,1,0,1,0,0,1,1,1,0,0,0,Flop
245,78,120,1000,60,969,11,745,0,125,0,31,2014,20000000,5749134,1,0,0,0,0,0,0,0,0,1,1,0,0,1,Flop
456,89,108,920,122,798,318,329,21000,97,3,31,2014,18000000,150056505,0,0,0,0,0,0,0,0,1,0,0,0,0,0,BlockBaster
652,179,367,12000,438,1000,642,734,31000,110,1,31,2014,16000000,13998282,1,0,0,0,0,1,1,0,0,0,1,0,0,1,Flop
10,0,152,15000,538,6000,544,529,114000,119,8,31,2014,18000000,42335698,0,0,0,1,0,0,0,0,1,0,1,0,0,0,BlockBaster
528,0,502,712,50,341,267,197,3000,94,2,31,2014,18000000,15155772,0,0,0,1,0,0,0,0,1,0,1,0,0,0,Flop
389,42,407,839,176,756,337,613,14000,104,1,31,2014,17000000,82389560,0,0,0,0,0,0,0,0,1,0,0,0,0,0,BlockBaster
23,30,256,14000,98,287,121,55,0,120,1,9,2014,17000000,106869,0,0,0,1,0,0,0,0,0,1,1,0,0,1,Flop
652,179,367,12000,438,1000,642,734,31000,110,1,31,2014,16000000,13998282,1,0,0,0,0,1,1,0,0,0,1,0,0,1,Flop
645,0,41,883,713,596,572,567,0,122,1,31,2014,16000000,2428883,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Flop
447,77,44,19000,628,393,23,305,165000,114,1,30,2014,14000000,91121452,0,0,0,0,0,0,0,0,0,0,1,0,1,1,BlockBaster
259,120,145,13000,246,876,751,149,90000,123,0,30,2014,15000000,35887263,0,0,0,1,0,0,0,0,0,0,1,0,1,0,BlockBaster
273,212,344,2000,417,820,272,612,38000,115,1,31,2014,15000000,37877959,0,1,0,0,0,0,0,0,0,0,1,0,1,0,BlockBaster
618,49,229,116,497,110,737,100,0,115,0,31,2014,15000000,30127963,0,0,0,0,0,0,0,1,0,0,1,0,0,0,BlockBaster
541,79,304,775,15,614,844,537,0,108,2,31,2014,15000000,24984868,1,0,0,0,0,0,0,0,0,1,0,0,0,1,Hit
45,210,396,22000,550,164,311,123,13000,122,3,30,2014,15000000,17237244,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Average
440,608,292,149,636,44,436,43,0,150,0,30,2014,8200000,3958500,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Flop
327,473,370,833,187,809,364,429,62000,101,0,31,2014,125000000,190871240,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Hit
345,294,170,10000,3,2000,362,1000,60000,117,0,31,2014,100000000,58607007,1,0,1,0,0,0,0,0,0,1,0,0,0,1,Flop
616,51,49,13000,538,6000,663,360,33000,102,3,31,2014,13000000,44134898,0,0,0,0,0,0,0,0,1,0,1,0,0,0,BlockBaster
598,38,237,833,601,807,117,460,0,100,4,31,2014,12500000,48637684,0,0,0,1,0,0,0,0,1,0,0,0,0,0,BlockBaster
561,12,293,1000,398,345,310,334,0,84,2,31,2014,13200000,52543632,0,0,0,0,0,0,0,0,0,1,0,0,0,1,BlockBaster
135,13,463,803,239,587,349,140,0,91,0,31,2014,13000000,38916903,0,1,1,0,0,0,0,1,0,0,0,0,0,0,BlockBaster
339,131,441,8000,647,1000,581,733,93000,133,0,31,2014,12000000,124868837,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BlockBaster
99,0,419,3000,625,966,323,555,0,102,10,31,2014,12000000,25277561,0,0,0,1,0,0,0,0,1,0,0,0,0,0,BlockBaster
506,15,87,17000,528,1000,756,602,15000,107,3,31,2014,11000000,50461335,0,0,0,1,0,0,1,0,0,0,1,0,0,0,BlockBaster
620,13000,95,11000,186,430,400,309,20000,106,3,31,2014,10000000,14479776,0,0,0,1,0,0,0,0,0,1,1,0,1,0,Hit
437,57,218,1000,277,837,376,664,0,121,2,31,2014,9000000,21569041,0,0,0,0,0,0,0,0,0,0,1,0,0,0,BlockBaster
465,387,359,6000,478,139,219,64,0,97,2,31,2014,10000000,7574066,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Flop
324,593,376,374,157,362,300,241,5000,103,0,31,2014,5000000,3093491,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Flop
253,65,371,2000,756,971,688,908,15000,103,0,31,2014,9000000,71519230,1,0,1,0,0,0,0,0,0,0,0,1,0,1,BlockBaster
181,3,340,2000,521,368,131,305,0,96,5,29,2014,9000000,162,1,0,0,0,0,0,0,0,0,1,0,0,0,1,Flop
124,66,199,15000,517,241,341,85,65000,117,1,31,2014,8500000,32279955,0,0,0,0,0,0,0,0,0,1,1,0,0,1,BlockBaster
636,19,307,363,454,342,412,117,0,94,3,31,2014,8000000,26049082,0,0,0,1,0,0,0,0,1,0,0,0,0,0,BlockBaster
110,43,187,144,760,63,847,47,675,97,1,27,2014,8000000,52961,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Flop
410,14,503,971,31,479,829,270,0,89,0,31,2014,7000000,15818967,0,0,0,0,0,1,0,0,0,0,0,1,0,0,BlockBaster
218,107,351,893,540,664,182,658,0,116,1,31,2014,7000000,14612840,0,0,0,0,0,0,0,0,0,0,1,0,0,0,BlockBaster
312,40,17,1000,47,421,270,300,45000,99,0,31,2014,6500000,84263837,0,0,0,0,0,1,0,0,0,0,0,1,0,0,BlockBaster
674,0,233,17000,376,1000,560,379,0,106,4,31,2014,6000000,3588432,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Flop
356,4,31,11000,669,485,485,444,0,86,1,31,2014,6000000,20200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Flop
604,10,297,852,671,707,181,704,18000,89,0,31,2014,5000000,50820940,0,0,0,0,0,0,1,0,0,0,0,1,0,0,BlockBaster
105,52,404,510,280,358,576,332,10000,101,0,31,2014,5000000,32453345,0,0,0,0,0,0,1,0,0,0,0,1,0,1,BlockBaster
300,66,43,1000,234,200,628,161,14000,93,0,31,2014,5000000,21197315,0,0,0,0,0,1,0,0,0,0,0,1,0,1,BlockBaster
65,23,58,1000,120,694,744,467,0,106,0,31,2014,5000000,17382982,0,0,0,0,0,0,0,0,0,0,1,0,0,1,BlockBaster
518,25,280,17000,301,2000,740,423,45000,101,1,31,2014,5000000,18656400,0,0,0,0,0,0,0,0,0,0,1,0,0,0,BlockBaster
419,52,225,10000,574,963,687,688,13000,112,1,31,2014,5000000,2445646,0,0,0,0,0,1,0,0,0,1,1,0,1,1,Flop
257,0,236,578,282,435,467,361,0,99,0,31,2014,5000000,830210,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Flop
666,0,51,745,262,508,187,394,0,105,1,31,2014,5000000,37440,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Flop
189,249,340,2000,513,298,473,261,0,103,1,31,2014,4500000,8691,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Flop
523,0,94,23000,492,892,77,748,51000,150,0,30,2014,140000000,65007045,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Flop
520,0,149,230,455,193,486,127,92000,165,0,31,2014,4000000,25359200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,BlockBaster
429,89,35,986,255,713,271,511,0,86,2,31,2014,4000000,17314483,0,0,0,0,0,0,1,0,1,0,0,0,0,0,BlockBaster
354,19,495,585,160,29,373,9,278,106,2,2,2014,4000000,20262,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Flop
121,141,193,24000,505,970,146,535,129000,107,0,31,2014,3300000,13092000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,BlockBaster
366,0,248,40000,288,3000,556,387,20000,102,0,31,2014,3000000,1821983,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Flop
554,81,172,3000,156,571,298,81,0,111,1,31,2014,25000000,33631221,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Hit
152,421,311,314,630,189,333,159,45000,100,0,31,2014,2000000,14673301,0,0,0,0,0,1,0,0,0,0,0,1,0,0,BlockBaster
222,563,248,40000,637,2000,810,1000,48000,150,1,31,2013,215000000,89289910,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Flop
675,0,185,15000,153,3000,305,748,118000,143,0,31,2013,225000000,291021565,1,1,1,0,0,0,1,0,0,0,0,0,0,0,Hit
492,0,5,5000,6,972,342,773,83000,186,6,31,2013,225000000,258355354,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Average
578,1000,410,21000,366,4000,213,3000,95000,195,3,31,2013,200000000,408992272,1,1,1,0,0,0,0,0,0,0,0,0,0,0,BlockBaster
127,37,455,12000,737,779,735,760,44000,104,0,31,2013,200000000,268488329,0,1,0,0,1,0,1,1,1,0,0,0,0,0,Hit
562,0,471,44000,524,15000,340,11000,60000,130,4,31,2013,215000000,234903076,0,1,0,0,0,0,1,1,0,0,0,0,0,0,Average
395,395,391,17000,95,11000,574,1000,129000,123,0,31,2013,190000000,202351611,1,1,1,0,0,0,0,0,0,0,0,1,0,1,Average
246,14000,44,19000,111,981,596,928,92000,132,0,31,2013,190000000,228756232,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Average
82,0,144,979,258,557,654,140,22000,114,1,31,2013,195000000,65171860,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Flop
54,1000,291,29000,237,509,769,77,115000,143,4,0,2013,105000000,144812796,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Hit
227,0,81,16000,161,968,471,919,83000,131,0,31,2013,190000000,101785482,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Flop
87,47,268,18000,125,1000,382,982,35000,128,2,31,2013,175000000,38297305,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Flop
94,69,255,1000,500,523,491,490,58000,102,0,31,2013,150000000,400736600,0,1,0,0,1,0,1,1,1,0,0,0,0,0,BlockBaster
7,230,90,26000,539,20000,52,12000,63000,112,3,31,2013,170000000,206360018,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Average
544,776,80,17000,320,551,523,256,33000,131,2,31,2013,150000000,73103784,1,0,0,0,0,0,0,0,0,0,1,0,0,1,Flop
323,209,80,17000,225,12000,239,934,42000,122,6,31,2013,130000000,122512052,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Flop
155,13,425,16000,676,881,79,463,13000,96,0,31,2013,135000000,83024900,0,1,0,0,1,0,0,1,1,0,0,0,0,0,Flop
198,508,222,34000,378,14000,720,523,82000,146,1,31,2013,130000000,424645577,0,1,1,0,0,0,0,0,0,0,0,0,0,1,BlockBaster
391,0,499,10000,764,943,292,894,37000,100,0,31,2013,130000000,60522097,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Flop
535,124,425,16000,336,12000,760,1000,20000,96,2,31,2013,130000000,33592415,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Flop
454,662,323,13000,668,2000,20,1000,61000,109,0,31,2013,115000000,93050117,1,0,1,0,0,0,0,0,0,0,1,0,0,1,Flop
338,364,355,11000,723,10000,859,1000,71000,124,0,31,2013,120000000,89021735,1,1,1,0,0,1,0,0,0,0,0,0,0,0,Flop
258,446,186,20000,697,992,678,929,68000,138,1,31,2013,120000000,132550960,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Average
369,16,425,16000,249,15000,590,12000,28000,98,3,31,2013,135000000,187165546,0,1,0,0,1,0,1,1,1,0,0,0,0,0,Hit
17,0,395,39,68,23,31,13,147000,91,0,30,2013,100000000,274084951,0,1,1,0,0,0,0,0,0,0,1,0,0,1,BlockBaster
509,67,197,681,537,71,828,40,0,105,3,31,2013,105000000,71017784,0,1,0,0,1,0,1,1,1,0,0,0,0,0,Flop
208,151,180,11000,529,635,57,430,123000,114,4,31,2013,110000000,61656849,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Flop
100,77,256,14000,248,151,819,120,17000,102,2,31,2013,100000000,107515297,0,1,0,0,1,0,1,1,0,0,0,0,0,0,Average
409,17000,291,29000,498,11000,397,4000,138000,240,3,31,2013,100000000,116866727,0,0,0,0,0,0,0,0,1,1,1,0,1,0,Average
310,212,67,13000,163,787,535,476,66000,101,2,31,2013,92000000,67344392,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Flop
58,0,2,3000,11,806,391,423,70000,114,1,31,2013,90000000,58229120,0,1,0,1,0,0,1,0,1,0,1,0,0,0,Flop
619,87,301,8000,446,956,100,918,28000,106,0,31,2013,90000000,68558662,0,1,0,0,0,0,1,1,0,0,0,0,0,0,Flop
160,23,67,13000,51,12000,275,110,22000,116,7,31,2013,84000000,53215979,1,0,0,0,0,0,0,0,1,1,0,0,0,1,Flop
165,221,455,12000,8,11000,399,11000,14000,101,4,31,2013,80000000,133668525,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Hit
52,43,83,882,718,396,508,210,0,87,0,31,2013,80000000,36073232,0,1,0,0,1,0,0,1,0,0,0,0,0,0,Flop
114,18,498,622,419,161,541,18,15000,95,0,31,2013,78000000,119793567,0,0,1,0,1,0,1,1,1,0,0,0,0,0,Hit
503,275,456,7000,527,2000,772,1000,56000,98,0,31,2013,76000000,368049635,0,0,1,0,1,0,0,1,1,0,0,0,0,0,BlockBaster
387,255,355,11000,167,988,551,963,105000,125,6,31,2013,75000000,117698894,0,0,0,0,0,1,0,0,0,1,0,0,0,1,Hit
44,845,173,18000,533,11000,647,992,45000,119,3,31,2013,70000000,98895417,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Hit
662,6,289,2000,560,1000,377,854,5000,88,1,31,2013,70000000,8460990,0,1,0,0,1,0,1,1,0,0,0,0,0,0,Flop
