,movie_title,director_name,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,movie_facebook_likes,genres,duration,facenumber_in_poster,country,title_year,budget,gross,imdb_score,Finance_ratio,Financial_Label,IMDb_Label,numeric_country,Action,Adventure,Sci-Fi,Romance,Animation,Mystery,Fantasy,Family,Comedy,Crime,Drama,Horror,Biography,Thriller
253,Into the Woods ,526,252,248,40000,508,11000,47,10000,90000,Adventure|Comedy|Drama|Fantasy|Musical,125,1,31,2014,50000000,127997349,6.0,2.55994698,BlockBaster,CLASS-2,31,0,1,0,0,0,0,1,0,1,0,1,0,0,0
254,Non-Stop ,270,174,296,14000,540,664,727,660,24000,Action|Mystery|Thriller,106,0,30,2014,50000000,91439400,7.0,1.828788,Super Hit,CLASS-3,30,1,0,0,0,0,1,0,0,0,0,0,0,0,1
255,The Book of Life ,334,34,80,17000,295,995,34,679,18000,Adventure|Animation|Comedy|Family|Fantasy|Romance,95,1,31,2014,50000000,50150619,7.3,1.00301238,Average,CLASS-3,31,0,1,0,1,1,0,1,1,1,0,0,0,0,0
256,Into the Storm ,600,77,327,490,33,298,731,159,15000,Action|Thriller,89,0,31,2014,50000000,47553512,5.8,0.95107024,Flop,CLASS-2,31,1,0,0,0,0,0,0,0,0,0,0,0,0,1
257,The Judge ,140,71,410,21000,617,3000,481,3000,47000,Crime|Drama,141,1,31,2014,50000000,47105085,7.4,0.9421016999999999,Flop,CLASS-3,31,0,0,0,0,0,0,0,0,0,1,1,0,0,0
258,Taken 3 ,471,118,296,14000,222,794,398,482,38000,Action|Thriller,115,0,9,2014,48000000,89253340,6.0,1.8594445830000002,Super Hit,CLASS-2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1
259,Blended ,199,153,42,35000,8,11000,388,734,12000,Comedy|Romance,117,0,31,2014,40000000,46280507,6.5,1.157012675,Average,CLASS-2,31,0,0,0,1,0,0,0,0,1,0,0,0,0,0
260,The Interview ,194,133,201,11000,593,392,35,365,50000,Comedy,112,4,31,2014,44000000,6105175,6.6,0.138753977,Flop,CLASS-3,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0
261,Lucy ,388,0,435,19000,533,11000,27,903,83000,Action|Sci-Fi|Thriller,89,0,9,2014,40000000,126546825,6.4,3.163670625,BlockBaster,CLASS-2,9,1,0,1,0,0,0,0,0,0,0,0,0,0,1
262,Dumb and Dumber To ,67,101,49,13000,400,899,681,839,55000,Comedy,109,1,31,2014,35000000,86208010,5.7,2.463086,BlockBaster,CLASS-2,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0
263,Unbroken ,34,11000,161,769,312,698,15,465,35000,Biography|Drama|Sport|War,137,0,31,2014,65000000,115603980,7.2,1.778522769,Super Hit,CLASS-3,31,0,0,0,0,0,0,0,0,0,0,1,0,1,0
264,The Other Woman ,457,415,136,982,395,971,194,119,16000,Comedy|Romance,109,2,31,2014,40000000,83906114,6.0,2.09765285,BlockBaster,CLASS-2,31,0,0,0,1,0,0,0,0,1,0,0,0,0,0
265,Horrible Bosses 2 ,572,51,274,18000,151,11000,490,465,12000,Comedy|Crime,116,7,31,2014,42000000,54414716,6.3,1.295588476,Hit,CLASS-2,31,0,0,0,0,0,0,0,0,1,1,0,0,0,0
266,Jersey Boys ,113,16000,247,880,691,413,733,235,16000,Biography|Drama|Music|Musical,134,1,31,2014,40000000,47034272,6.9,1.1758568,Average,CLASS-3,31,0,0,0,0,0,0,0,0,0,0,1,0,1,0
267,Sex Tape ,248,52,204,683,593,392,580,214,0,Comedy,94,2,31,2014,40000000,38543473,5.1,0.963586825,Flop,CLASS-2,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0
268,A Million Ways to Die in the West ,576,3000,296,14000,137,9000,741,3000,24000,Comedy|Western,136,3,31,2014,40000000,42615685,6.1,1.065392125,Average,CLASS-2,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0
269,Dolphin Tale 2 ,93,188,355,11000,700,641,304,631,0,Drama|Family,107,0,31,2014,36000000,42019483,6.4,1.1672078609999998,Average,CLASS-2,31,0,0,0,0,0,0,0,1,0,0,1,0,0,0
270,Sabotage ,136,453,352,1000,486,206,532,120,10000,Action|Crime|Drama|Thriller,109,3,31,2014,35000000,10499968,5.7,0.299999086,Flop,CLASS-2,31,1,0,0,0,0,0,0,0,0,1,1,0,0,1
271,The Maze Runner ,660,47,276,988,38,149,328,129,38000,Action|Mystery|Sci-Fi|Thriller,113,0,31,2014,34000000,102413606,6.8,3.012164882,BlockBaster,CLASS-3,31,1,0,1,0,0,1,0,0,0,0,0,0,0,1
272,The Grand Budapest Hotel ,659,0,49,13000,729,1000,255,670,149000,Adventure|Comedy|Crime|Drama,99,0,31,2014,25000000,59073773,8.1,2.36295092,BlockBaster,CLASS-4,31,0,1,0,0,0,0,0,0,1,1,1,0,0,0
273,The Nut Job ,494,7,296,14000,102,3000,723,691,0,Adventure|Animation|Comedy|Family,85,0,3,2014,42000000,64238770,5.8,1.529494524,Hit,CLASS-2,3,0,1,0,0,1,0,0,1,1,0,0,0,0,0
274,Get on Up ,611,150,468,521,377,491,72,400,11000,Biography|Drama|Music,139,0,31,2014,30000000,30513940,6.9,1.017131333,Average,CLASS-3,31,0,0,0,0,0,0,0,0,0,0,1,0,1,0
275,Deliver Us from Evil ,566,301,379,2000,221,1000,232,897,18000,Horror|Mystery|Thriller,118,0,31,2014,30000000,30523568,6.2,1.0174522670000001,Average,CLASS-2,31,0,0,0,0,0,1,0,0,0,0,0,1,0,1
276,"Alexander and the Terrible, Horrible, No Good, Very Bad Day ",434,44,42,35000,689,7000,363,3000,12000,Comedy|Family,81,6,31,2014,28000000,66950483,6.2,2.391088679,BlockBaster,CLASS-2,31,0,0,0,0,0,0,0,1,1,0,0,0,0,0
277,3 Days to Kill ,416,368,103,933,607,194,823,114,10000,Action|Drama|Thriller,123,0,31,2014,28000000,30688364,6.2,1.096013,Average,CLASS-2,31,1,0,0,0,0,0,0,0,0,0,1,0,0,1
278,Brick Mansions ,86,11,389,23000,619,727,644,561,0,Action|Crime|Drama|Thriller,100,2,9,2014,28000000,20285518,5.7,0.7244827859999999,Flop,CLASS-2,9,1,0,0,0,0,0,0,0,0,1,1,0,0,1
279,A Walk Among the Tombstones ,567,71,296,14000,94,439,190,313,15000,Crime|Drama|Mystery|Thriller,114,0,31,2014,28000000,25977365,6.5,0.927763036,Flop,CLASS-2,31,0,0,0,0,0,1,0,0,0,1,1,0,0,1
280,The Best of Me ,423,97,304,775,275,523,159,437,19000,Drama|Romance,118,0,31,2014,26000000,26761283,6.7,1.029280115,Average,CLASS-3,31,0,0,0,1,0,0,0,0,0,0,1,0,0,0
281,Ride Along ,625,167,65,655,712,521,117,460,0,Action|Comedy|Crime|Romance,99,1,31,2014,25000000,134141530,6.2,5.3656612,BlockBaster,CLASS-2,31,1,0,0,1,0,0,0,0,1,1,0,0,0,0
282,Million Dollar Arm ,118,44,250,4000,694,774,297,367,10000,Biography|Drama|Sport,124,0,31,2014,25000000,36447959,7.0,1.45791836,Hit,CLASS-3,31,0,0,0,0,0,0,0,0,0,0,1,0,1,0
283,The Giver ,501,176,215,12000,508,11000,17,10000,58000,Drama|Romance|Sci-Fi,97,3,25,2014,25000000,45089048,6.5,1.80356192,Super Hit,CLASS-2,25,0,0,1,1,0,0,0,0,0,0,1,0,0,0
284,The Gambler ,554,81,172,3000,156,571,298,81,0,Crime|Drama|Thriller,111,1,31,2014,25000000,33631221,6.0,1.34524884,Hit,CLASS-2,31,0,0,0,0,0,0,0,0,0,1,1,0,0,1
285,Draft Day ,242,425,219,3000,142,466,621,148,14000,Drama|Sport,110,1,31,2014,25000000,28831145,6.8,1.1532458,Average,CLASS-3,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0
286,Kung Fu Killer ,613,3,449,79,136,68,836,55,0,Action|Drama,100,2,5,2014,25000000,129115,6.5,0.0051646,Flop,CLASS-2,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0
287,Think Like a Man Too ,625,167,417,966,601,807,195,676,3000,Comedy|Romance,106,8,31,2014,24000000,65182182,5.7,2.71592425,BlockBaster,CLASS-2,31,0,0,0,1,0,0,0,0,1,0,0,0,0,0
288,The Water Diviner ,555,0,79,523,638,468,768,234,18000,Drama|War,111,0,0,2014,22500000,4190530,7.1,0.186245778,Flop,CLASS-3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
289,The Hundred-Foot Journey ,375,529,313,820,139,201,422,171,55000,Comedy|Drama,122,3,31,2014,22000000,54235441,7.3,2.4652473180000003,BlockBaster,CLASS-3,31,0,0,0,0,0,0,0,0,1,0,1,0,0,0
290,Son of God ,108,25,416,329,34,134,183,55,15000,Biography|Drama|History,170,1,31,2014,22000000,59696176,5.6,2.713462545,BlockBaster,CLASS-2,31,0,0,0,0,0,0,0,0,0,0,1,0,1,0
291,Before I Go to Sleep ,550,17,101,14000,70,257,49,231,11000,Drama|Mystery|Thriller,92,1,30,2014,22000000,2963012,6.3,0.134682364,Flop,CLASS-2,30,0,0,0,0,0,1,0,0,0,0,1,0,0,1
292,Tammy ,56,265,168,989,480,830,76,265,11000,Comedy,100,0,31,2014,20000000,84518155,4.9,4.22590775,BlockBaster,CLASS-1,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0
293,Selma ,49,151,120,1000,729,1000,611,852,22000,Biography|Drama|History,128,0,30,2014,20000000,52066000,7.5,2.6033,BlockBaster,CLASS-3,30,0,0,0,0,0,0,0,0,0,0,1,0,1,0
294,This Is Where I Leave You ,580,189,473,2000,4,1000,346,949,14000,Comedy|Drama,103,8,31,2014,19800000,34290142,6.6,1.7318253540000002,Hit,CLASS-3,31,0,0,0,0,0,0,0,0,1,0,1,0,0,0
295,Endless Love ,577,19,13,15000,111,989,670,942,0,Drama|Romance,104,0,31,2014,20000000,23393765,6.3,1.16968825,Average,CLASS-2,31,0,0,0,1,0,0,0,0,0,0,1,0,0,0
296,Inherent Vice ,482,0,319,204,399,178,739,175,18000,Comedy|Crime|Drama|Mystery|Romance,148,0,31,2014,20000000,8093318,6.7,0.4046659,Flop,CLASS-3,31,0,0,0,1,0,1,0,0,1,1,1,0,0,0
297,A Most Violent Year ,245,78,120,1000,60,969,11,745,0,Action|Crime|Drama|Thriller,125,0,31,2014,20000000,5749134,7.0,0.2874567,Flop,CLASS-3,31,1,0,0,0,0,0,0,0,0,1,1,0,0,1
298,Neighbors ,456,89,108,920,122,798,318,329,21000,Comedy,97,3,31,2014,18000000,150056505,6.4,8.336472500000001,BlockBaster,CLASS-2,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0
299,Left Behind ,652,179,367,12000,438,1000,642,734,31000,Action|Drama|Fantasy|Mystery|Thriller,110,1,31,2014,16000000,13998282,3.1,0.874892625,Flop,CLASS-1,31,1,0,0,0,0,1,1,0,0,0,1,0,0,1
300,Birdman or (The Unexpected Virtue of Ignorance) ,10,0,152,15000,538,6000,544,529,114000,Comedy|Drama|Romance,119,8,31,2014,18000000,42335698,7.8,2.351983222,BlockBaster,CLASS-4,31,0,0,0,1,0,0,0,0,1,0,1,0,0,0
301,And So It Goes ,528,0,502,712,50,341,267,197,3000,Comedy|Drama|Romance,94,2,31,2014,18000000,15155772,5.7,0.841987333,Flop,CLASS-2,31,0,0,0,1,0,0,0,0,1,0,1,0,0,0
302,Let's Be Cops ,389,42,407,839,176,756,337,613,14000,Comedy,104,1,31,2014,17000000,82389560,6.5,4.846444706000001,BlockBaster,CLASS-2,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0
303,Escobar: Paradise Lost ,23,30,256,14000,98,287,121,55,0,Crime|Drama|Romance|Thriller,120,1,9,2014,17000000,106869,6.6,0.006286412,Flop,CLASS-3,9,0,0,0,1,0,0,0,0,0,1,1,0,0,1
304,Left Behind ,652,179,367,12000,438,1000,642,734,31000,Action|Drama|Fantasy|Mystery|Thriller,110,1,31,2014,16000000,13998282,3.1,0.874892625,Flop,CLASS-1,31,1,0,0,0,0,1,1,0,0,0,1,0,0,1
305,The Homesman ,645,0,41,883,713,596,572,567,0,Drama|Western,122,1,31,2014,16000000,2428883,6.6,0.151805188,Flop,CLASS-3,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0
306,The Imitation Game ,447,77,44,19000,628,393,23,305,165000,Biography|Drama|Thriller|War,114,1,30,2014,14000000,91121452,8.1,6.508675143,BlockBaster,CLASS-4,30,0,0,0,0,0,0,0,0,0,0,1,0,1,1
307,The Theory of Everything ,259,120,145,13000,246,876,751,149,90000,Biography|Drama|Romance,123,0,30,2014,15000000,35887263,7.7,2.3924842,BlockBaster,CLASS-4,30,0,0,0,1,0,0,0,0,0,0,1,0,1,0
308,Wild ,273,212,344,2000,417,820,272,612,38000,Adventure|Biography|Drama,115,1,31,2014,15000000,37877959,7.1,2.525197267,BlockBaster,CLASS-3,31,0,1,0,0,0,0,0,0,0,0,1,0,1,0
309,When the Game Stands Tall ,618,49,229,116,497,110,737,100,0,Drama|Family|Sport,115,0,31,2014,15000000,30127963,6.7,2.0085308669999997,BlockBaster,CLASS-3,31,0,0,0,0,0,0,0,1,0,0,1,0,0,0
310,The November Man ,541,79,304,775,15,614,844,537,0,Action|Crime|Thriller,108,2,31,2014,15000000,24984868,6.3,1.665657867,Hit,CLASS-2,31,1,0,0,0,0,0,0,0,0,1,0,0,0,1
311,A Most Wanted Man ,45,210,396,22000,550,164,311,123,13000,Crime|Drama|Thriller,122,3,30,2014,15000000,17237244,6.8,1.1491496,Average,CLASS-3,30,0,0,0,0,0,0,0,0,0,1,1,0,0,1
312,Mr. Turner ,440,608,292,149,636,44,436,43,0,Biography|Drama|History,150,0,30,2014,8200000,3958500,6.8,0.482743902,Flop,CLASS-3,30,0,0,0,0,0,0,0,0,0,0,1,0,1,0
313,Teenage Mutant Ninja Turtles ,327,473,370,833,187,809,364,429,62000,Action|Adventure|Comedy|Sci-Fi,101,0,31,2014,125000000,190871240,5.9,1.52696992,Hit,CLASS-2,31,1,1,1,0,0,0,0,0,1,0,0,0,0,0
314,RoboCop ,345,294,170,10000,3,2000,362,1000,60000,Action|Crime|Sci-Fi|Thriller,117,0,31,2014,100000000,58607007,6.2,0.58607007,Flop,CLASS-2,31,1,0,1,0,0,0,0,0,0,1,0,0,0,1
315,St. Vincent ,616,51,49,13000,538,6000,663,360,33000,Comedy|Drama,102,3,31,2014,13000000,44134898,7.3,3.3949921539999997,BlockBaster,CLASS-3,31,0,0,0,0,0,0,0,0,1,0,1,0,0,0
316,About Last Night ,598,38,237,833,601,807,117,460,0,Comedy|Romance,100,4,31,2014,12500000,48637684,6.1,3.89101472,BlockBaster,CLASS-2,31,0,0,0,1,0,0,0,0,1,0,0,0,0,0
317,No Good Deed ,561,12,293,1000,398,345,310,334,0,Crime|Thriller,84,2,31,2014,13200000,52543632,5.6,3.980578182,BlockBaster,CLASS-2,31,0,0,0,0,0,0,0,0,0,1,0,0,0,1
318,Earth to Echo ,135,13,463,803,239,587,349,140,0,Adventure|Family|Sci-Fi,91,0,31,2014,13000000,38916903,5.8,2.9936079230000003,BlockBaster,CLASS-2,31,0,1,1,0,0,0,0,1,0,0,0,0,0,0
319,The Fault in Our Stars ,339,131,441,8000,647,1000,581,733,93000,Drama|Romance,133,0,31,2014,12000000,124868837,7.8,10.40573642,BlockBaster,CLASS-4,31,0,0,0,1,0,0,0,0,0,0,1,0,0,0
320,Top Five ,99,0,419,3000,625,966,323,555,0,Comedy|Romance,102,10,31,2014,12000000,25277561,6.5,2.106463417,BlockBaster,CLASS-2,31,0,0,0,1,0,0,0,0,1,0,0,0,0,0
321,If I Stay ,506,15,87,17000,528,1000,756,602,15000,Drama|Fantasy|Music|Romance,107,3,31,2014,11000000,50461335,6.8,4.587394091,BlockBaster,CLASS-3,31,0,0,0,1,0,0,1,0,0,0,1,0,0,0
322,Big Eyes ,620,13000,95,11000,186,430,400,309,20000,Biography|Crime|Drama|Romance,106,3,31,2014,10000000,14479776,7.0,1.4479776000000002,Hit,CLASS-3,31,0,0,0,1,0,0,0,0,0,1,1,0,1,0
323,Black or White ,437,57,218,1000,277,837,376,664,0,Drama,121,2,31,2014,9000000,21569041,6.6,2.396560111,BlockBaster,CLASS-3,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0
324,While We're Young ,465,387,359,6000,478,139,219,64,0,Comedy|Drama,97,2,31,2014,10000000,7574066,6.3,0.7574065999999999,Flop,CLASS-2,31,0,0,0,0,0,0,0,0,1,0,1,0,0,0
325,Rosewater ,324,593,376,374,157,362,300,241,5000,Biography|Drama,103,0,31,2014,5000000,3093491,6.6,0.6186982,Flop,CLASS-3,31,0,0,0,0,0,0,0,0,0,0,1,0,1,0
326,The Purge: Anarchy ,253,65,371,2000,756,971,688,908,15000,Action|Horror|Sci-Fi|Thriller,103,0,31,2014,9000000,71519230,6.5,7.946581111,BlockBaster,CLASS-2,31,1,0,1,0,0,0,0,0,0,0,0,1,0,1
327,Skin Trade ,181,3,340,2000,521,368,131,305,0,Action|Crime|Thriller,96,5,29,2014,9000000,162,5.7,1.8e-05,Flop,CLASS-2,29,1,0,0,0,0,0,0,0,0,1,0,0,0,1
328,Nightcrawler ,124,66,199,15000,517,241,341,85,65000,Crime|Drama|Thriller,117,1,31,2014,8500000,32279955,7.9,3.797641765,BlockBaster,CLASS-4,31,0,0,0,0,0,0,0,0,0,1,1,0,0,1
329,That Awkward Moment ,636,19,307,363,454,342,412,117,0,Comedy|Romance,94,3,31,2014,8000000,26049082,6.1,3.25613525,BlockBaster,CLASS-2,31,0,0,0,1,0,0,0,0,1,0,0,0,0,0
330,Aloft ,110,43,187,144,760,63,847,47,675,Drama,97,1,27,2014,8000000,52961,5.3,0.006620125,Flop,CLASS-2,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0
331,Devil's Due ,410,14,503,971,31,479,829,270,0,Horror|Mystery,89,0,31,2014,7000000,15818967,4.0,2.259852429,BlockBaster,CLASS-1,31,0,0,0,0,0,1,0,0,0,0,0,1,0,0
332,Beyond the Lights ,218,107,351,893,540,664,182,658,0,Drama|Music,116,1,31,2014,7000000,14612840,6.9,2.087548571,BlockBaster,CLASS-3,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0
333,Annabelle ,312,40,17,1000,47,421,270,300,45000,Horror|Mystery,99,0,31,2014,6500000,84263837,5.4,12.96366723,BlockBaster,CLASS-2,31,0,0,0,0,0,1,0,0,0,0,0,1,0,0
334,Wish I Was Here ,674,0,233,17000,376,1000,560,379,0,Comedy|Drama,106,4,31,2014,6000000,3588432,6.7,0.598072,Flop,CLASS-3,31,0,0,0,0,0,0,0,0,1,0,1,0,0,0
335,Song One ,356,4,31,11000,669,485,485,444,0,Drama|Music,86,1,31,2014,6000000,20200,5.8,0.0033666670000000003,Flop,CLASS-2,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0
336,Ouija ,604,10,297,852,671,707,181,704,18000,Fantasy|Horror,89,0,31,2014,5000000,50820940,4.4,10.164188000000001,BlockBaster,CLASS-1,31,0,0,0,0,0,0,1,0,0,0,0,1,0,0
337,Paranormal Activity: The Marked Ones ,105,52,404,510,280,358,576,332,10000,Fantasy|Horror|Thriller,101,0,31,2014,5000000,32453345,5.0,6.4906690000000005,BlockBaster,CLASS-1,31,0,0,0,0,0,0,1,0,0,0,0,1,0,1
338,"As Above, So Below ",300,66,43,1000,234,200,628,161,14000,Horror|Mystery|Thriller,93,0,31,2014,5000000,21197315,6.1,4.239463,BlockBaster,CLASS-2,31,0,0,0,0,0,1,0,0,0,0,0,1,0,1
339,Addicted ,65,23,58,1000,120,694,744,467,0,Drama|Thriller,106,0,31,2014,5000000,17382982,5.2,3.4765964,BlockBaster,CLASS-2,31,0,0,0,0,0,0,0,0,0,0,1,0,0,1
340,Still Alice ,518,25,280,17000,301,2000,740,423,45000,Drama,101,1,31,2014,5000000,18656400,7.5,3.7312800000000004,BlockBaster,CLASS-3,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0
341,Kill the Messenger ,419,52,225,10000,574,963,687,688,13000,Biography|Crime|Drama|Mystery|Thriller,112,1,31,2014,5000000,2445646,7.0,0.48912920000000004,Flop,CLASS-3,31,0,0,0,0,0,1,0,0,0,1,1,0,1,1
342,Atlas Shrugged: Who Is John Galt? ,257,0,236,578,282,435,467,361,0,Drama|Mystery|Sci-Fi,99,0,31,2014,5000000,830210,4.4,0.166042,Flop,CLASS-1,31,0,0,1,0,0,1,0,0,0,0,1,0,0,0
343,Rudderless ,666,0,51,745,262,508,187,394,0,Comedy|Drama|Music,105,1,31,2014,5000000,37440,7.5,0.007488,Flop,CLASS-3,31,0,0,0,0,0,0,0,0,1,0,1,0,0,0
344,Falcon Rising ,189,249,340,2000,513,298,473,261,0,Action|Adventure,103,1,31,2014,4500000,8691,5.8,0.001931333,Flop,CLASS-2,31,1,1,0,0,0,0,0,0,0,0,0,0,0,0
345,Exodus: Gods and Kings ,523,0,94,23000,492,892,77,748,51000,Action|Adventure|Drama,150,0,30,2014,140000000,65007045,6.1,0.464336036,Flop,CLASS-2,30,1,1,0,0,0,0,0,0,0,0,1,0,0,0
346,Boyhood ,520,0,149,230,455,193,486,127,92000,Drama,165,0,31,2014,4000000,25359200,8.0,6.3398,BlockBaster,CLASS-4,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0
347,A Haunted House 2 ,429,89,35,986,255,713,271,511,0,Comedy|Fantasy,86,2,31,2014,4000000,17314483,4.7,4.32862075,BlockBaster,CLASS-1,31,0,0,0,0,0,0,1,0,1,0,0,0,0,0
348,Futuro Beach ,354,19,495,585,160,29,373,9,278,Drama,106,2,2,2014,4000000,20262,6.1,0.0050655,Flop,CLASS-2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
349,Whiplash ,121,141,193,24000,505,970,146,535,129000,Drama|Music,107,0,31,2014,3300000,13092000,8.5,3.9672727269999997,BlockBaster,CLASS-4,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0
350,Tusk ,366,0,248,40000,288,3000,556,387,20000,Comedy|Drama|Horror,102,0,31,2014,3000000,1821983,5.4,0.6073276670000001,Flop,CLASS-2,31,0,0,0,0,0,0,0,0,1,0,1,1,0,0
351,The Gambler ,554,81,172,3000,156,571,298,81,0,Crime|Drama|Thriller,111,1,31,2014,25000000,33631221,6.0,1.34524884,Hit,CLASS-2,31,0,0,0,0,0,0,0,0,0,1,1,0,0,1
352,It Follows ,152,421,311,314,630,189,333,159,45000,Horror|Mystery,100,0,31,2014,2000000,14673301,6.9,7.3366505,BlockBaster,CLASS-3,31,0,0,0,0,0,1,0,0,0,0,0,1,0,0
353,The Lone Ranger ,222,563,248,40000,637,2000,810,1000,48000,Action|Adventure|Western,150,1,31,2013,215000000,89289910,6.5,0.415301907,Flop,CLASS-2,31,1,1,0,0,0,0,0,0,0,0,0,0,0,0
354,Man of Steel ,675,0,185,15000,153,3000,305,748,118000,Action|Adventure|Fantasy|Sci-Fi,143,0,31,2013,225000000,291021565,7.2,1.293429178,Hit,CLASS-3,31,1,1,1,0,0,0,1,0,0,0,0,0,0,0
355,The Hobbit: The Desolation of Smaug ,492,0,5,5000,6,972,342,773,83000,Adventure|Fantasy,186,6,31,2013,225000000,258355354,7.9,1.148246018,Average,CLASS-4,31,0,1,0,0,0,0,1,0,0,0,0,0,0,0
356,Iron Man 3 ,578,1000,410,21000,366,4000,213,3000,95000,Action|Adventure|Sci-Fi,195,3,31,2013,200000000,408992272,7.2,2.04496136,BlockBaster,CLASS-3,31,1,1,1,0,0,0,0,0,0,0,0,0,0,0
357,Monsters University ,127,37,455,12000,737,779,735,760,44000,Adventure|Animation|Comedy|Family|Fantasy,104,0,31,2013,200000000,268488329,7.3,1.342441645,Hit,CLASS-3,31,0,1,0,0,1,0,1,1,1,0,0,0,0,0
358,Oz the Great and Powerful ,562,0,471,44000,524,15000,340,11000,60000,Adventure|Family|Fantasy,130,4,31,2013,215000000,234903076,6.4,1.092572447,Average,CLASS-2,31,0,1,0,0,0,0,1,1,0,0,0,0,0,0
359,World War Z ,395,395,391,17000,95,11000,574,1000,129000,Action|Adventure|Horror|Sci-Fi|Thriller,123,0,31,2013,190000000,202351611,7.0,1.065008479,Average,CLASS-3,31,1,1,1,0,0,0,0,0,0,0,0,1,0,1
360,Star Trek Into Darkness ,246,14000,44,19000,111,981,596,928,92000,Action|Adventure|Sci-Fi,132,0,31,2013,190000000,228756232,7.8,1.203980168,Average,CLASS-4,31,1,1,1,0,0,0,0,0,0,0,0,0,0,0
361,Jack the Giant Slayer ,82,0,144,979,258,557,654,140,22000,Adventure|Fantasy,114,1,31,2013,195000000,65171860,6.3,0.33421466699999997,Flop,CLASS-2,31,0,1,0,0,0,0,1,0,0,0,0,0,0,0
362,The Great Gatsby ,54,1000,291,29000,237,509,769,77,115000,Drama|Romance,143,4,0,2013,105000000,144812796,7.3,1.379169486,Hit,CLASS-3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
363,Pacific Rim ,227,0,81,16000,161,968,471,919,83000,Action|Adventure|Sci-Fi,131,0,31,2013,190000000,101785482,7.0,0.535713063,Flop,CLASS-3,31,1,1,1,0,0,0,0,0,0,0,0,0,0,0
364,47 Ronin ,87,47,268,18000,125,1000,382,982,35000,Action|Adventure|Drama|Fantasy,128,2,31,2013,175000000,38297305,6.3,0.218841743,Flop,CLASS-2,31,1,1,0,0,0,0,1,0,0,0,1,0,0,0
365,Frozen ,94,69,255,1000,500,523,491,490,58000,Adventure|Animation|Comedy|Family|Fantasy|Musical,102,0,31,2013,150000000,400736600,7.6,2.671577333,BlockBaster,CLASS-4,31,0,1,0,0,1,0,1,1,1,0,0,0,0,0
366,Thor: The Dark World ,7,230,90,26000,539,20000,52,12000,63000,Action|Adventure|Fantasy,112,3,31,2013,170000000,206360018,7.1,1.2138824590000001,Average,CLASS-3,31,1,1,0,0,0,0,1,0,0,0,0,0,0,0
367,White House Down ,544,776,80,17000,320,551,523,256,33000,Action|Drama|Thriller,131,2,31,2013,150000000,73103784,6.4,0.48735856,Flop,CLASS-2,31,1,0,0,0,0,0,0,0,0,0,1,0,0,1
368,G.I. Joe: Retaliation ,323,209,80,17000,225,12000,239,934,42000,Action|Adventure|Sci-Fi|Thriller,122,6,31,2013,130000000,122512052,5.8,0.9424004,Flop,CLASS-2,31,1,1,1,0,0,0,0,0,0,0,0,0,0,1
369,Turbo ,155,13,425,16000,676,881,79,463,13000,Adventure|Animation|Comedy|Family|Sport,96,0,31,2013,135000000,83024900,6.5,0.614999259,Flop,CLASS-2,31,0,1,0,0,1,0,0,1,1,0,0,0,0,0
370,The Hunger Games: Catching Fire ,198,508,222,34000,378,14000,720,523,82000,Adventure|Sci-Fi|Thriller,146,1,31,2013,130000000,424645577,7.6,3.266504438,BlockBaster,CLASS-4,31,0,1,1,0,0,0,0,0,0,0,0,0,0,1
371,After Earth ,391,0,499,10000,764,943,292,894,37000,Action|Adventure|Sci-Fi,100,0,31,2013,130000000,60522097,4.9,0.46555459200000004,Flop,CLASS-1,31,1,1,1,0,0,0,0,0,0,0,0,0,0,0
372,R.I.P.D. ,535,124,425,16000,336,12000,760,1000,20000,Action|Comedy|Fantasy,96,2,31,2013,130000000,33592415,5.6,0.258403192,Flop,CLASS-2,31,1,0,0,0,0,0,1,0,1,0,0,0,0,0
373,Elysium ,454,662,323,13000,668,2000,20,1000,61000,Action|Drama|Sci-Fi|Thriller,109,0,31,2013,115000000,93050117,6.6,0.809131452,Flop,CLASS-3,31,1,0,1,0,0,0,0,0,0,0,1,0,0,1
